"QALD id"	"match status"	"QALD question"	"QueGG question"	"QALD SPARQL query"	"QueGG SPARQL query"	"TP"	"FP"	"FN"	"Precision"	"Recall"	"F-Measure"
"183"	"0.0"	"¿La proinsulina es una proteina?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK 
WHERE {
	res:Proinsulin rdf:type dbo:Protein .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"184"	"0.0"	"¿Quiénes fueron los padres de la reina Victoria?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
         res:Queen_Victoria dbo:parent ?uri .
}"		"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"185"	"0.8135593220338984"	"¿Tuvo hijos el Che Guevara?"	"""¿Quién son hijos de Che Guevara?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK
WHERE { 
        res:Che_Guevara dbo:child ?uri . 
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Che_Guevara> <http://dbpedia.org/ontology/child>  ?o .    
}"""	"0.0"	"1.0"	"1.0"	"0.0"	"0.0"	"0.0"
"186"	"0.0"	"¿Es el lago Baikal mayor que el lago Great Bear?"		"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
ASK
WHERE {  
        res:Lake_Baikal dbo:areaTotal ?a1 . 
        res:Great_Bear_Lake dbo:areaTotal ?a2 .
        FILTER (?a1 > ?a2)
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"187"	"0.0"	"¿Gano Kaurismäki alguna vez el Gran Prix de Cannes?"		"ASK WHERE { <http://dbpedia.org/resource/Aki_Kaurismäki> <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Grand_Prix_(Cannes_Film_Festival)> . }"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"188"	"0.0"	"Dame todos los libros de Wiliam Goldman con más de 300 páginas."		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
        ?uri rdf:type dbo:Book .
        ?uri dbo:author res:William_Goldman .
        ?uri dbo:numberOfPages ?x .
        FILTER (?x > 300)
}"		"0.0"	"0.0"	"10.0"	"0.0"	"0.0"	"0.0"
"189"	"0.0"	"¿Donde se encuentra el Fort Knox?"		"SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Fort_Knox> <http://dbpedia.org/property/location> ?uri . }"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"190"	"0.0"	"¿En qué estado american se encuentra Fort Knox?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
	res:Fort_Knox dbp:location ?uri .
        ?uri dbo:country res:United_States .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"191"	"0.0"	"¿Dónde está enterrado Syngman Rhee?"		"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Syngman_Rhee> <http://dbpedia.org/ontology/restingPlace> ?uri . } "		"0.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"
"192"	"0.723404255319149"	"¿Cuál es la zona horaria en San Pedro de Atacama?"	"""¿Cual es zona horaria de Provincia de Ankara?"""	"SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/San_Pedro_de_Atacama> <http://dbpedia.org/ontology/timeZone> ?uri . } "	"""select  ?o    
{
    <http://dbpedia.org/resource/Ankara> <http://dbpedia.org/property/timezone>  ?o .    
}"""	"0.0"	"1.0"	"1.0"	"0.0"	"0.0"	"0.0"
"193"	"0.0"	"¿A qué estilo artístico pertenece el pinto de Los Tres Bailarines?"		"SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/The_Three_Dancers> <http://dbpedia.org/ontology/author> ?person .  ?person <http://dbpedia.org/ontology/movement> ?uri . } "		"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"194"	"0.0"	"¿Qué científicos son conocidos por el proyecto Manhattan y el premio Nobel de la Paz?"		"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri dbo:knownFor res:Manhattan_Project .
        ?uri rdf:type dbo:Scientist .
        ?uri dbo:knownFor res:Nobel_Peace_Prize .
}"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"195"	"0.0"	"Muéstrame todos los libros en la serie Fundación de Asimov"		"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/series> <http://dbpedia.org/resource/Foundation_series> . } "		"0.0"	"0.0"	"12.0"	"0.0"	"0.0"	"0.0"
"196"	"0.0"	"Dame todas las cuidades en New Jersey que tengan más de 100000 habitantes."		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
	?uri rdf:type dbo:City .
        ?uri dbo:isPartOf res:New_Jersey .
        ?uri dbp:populationTotal ?inhabitants .
        FILTER (?inhabitants > 100000) .
}"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"197"	"0.0"	"¿Qué museo en Nueva York tiene el mayor numero de visitantes?"		"SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Museum> .  ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/New_York_City> .  ?uri <http://dbpedia.org/ontology/numberOfVisitors> ?num . } ORDER BY DESC(?num) OFFSET 0 LIMIT 1 "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"198"	"0.0"	"¿Cómo de alta el la torre Yokohama Marine?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num
WHERE {
        res:Yokohama_Marine_Tower dbo:height ?num .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"199"	"0.0"	"¿Tiene la nueve serie de Battlestar-Galactica más episodios que la anterior?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	<http://dbpedia.org/resource/Battlestar_Galactica_%281978_TV_series%29> dbo:numberOfEpisodes ?x .
	<http://dbpedia.org/resource/Battlestar_Galactica_%282004_TV_series%29> dbo:numberOfEpisodes ?y .
	FILTER (?y > ?x)
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"200"	"0.0"	"¿Quién es el jugador mas jóven de dardos?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri rdf:type dbo:DartsPlayer .
        ?uri dbo:birthDate ?date .
}
ORDER BY DESC(?date)
OFFSET 0 LIMIT 1"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"201"	"0.7792207792207793"	"¿Quién desarrolló el videojuego Warcraft?"	"""¿Quién desarroll� World of Warcraft?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:World_of_Warcraft dbo:developer ?uri . 
}"	"""select  ?s    
{
   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/World_of_Warcraft> .    
}"""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"202"	"0.8275862068965517"	"¿Quien fue el papa que fundo la Vatican Media?"	"""¿Quién eran Papa que fund� Vatican Media?"""	"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT ?uri 
WHERE { 
         ?uri rdf:type dbo:Pope . 
         res:Vatican_Media dbo:foundedBy ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Vatican_Media> <http://dbpedia.org/ontology/foundedBy>  ?o .    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"203"	"0.8421052631578947"	"¿Quién compuso la música para Amor en rebeldía?"	"""¿Quién compuso la banda sonora Amor en rebeldía?"""	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
	res:Hearth_Fires  dbo:musicComposer ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Hearth_Fires> <http://dbpedia.org/ontology/musicComposer>  ?o .    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"204"	"0.7948717948717948"	"Dame todos los miembros de la banda Prodigy."	"""Dame todos miembros de The Prodigy"""	"SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/The_Prodigy> <http://dbpedia.org/ontology/bandMember> ?uri . } "	"""select  ?o    
{
    <http://dbpedia.org/resource/The_Prodigy> <http://dbpedia.org/ontology/bandMember>  ?o .    
}"""	"2.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"205"	"0.0"	"¿Quien protagoniza peliculas españolas producidas por Benicio del Toro?"		"SELECT DISTINCT ?uri WHERE { ?film <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?film <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?film <http://dbpedia.org/ontology/producer> <http://dbpedia.org/resource/Benicio_del_Toro> . ?film <http://dbpedia.org/ontology/starring> ?uri . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"206"	"0.0"	"¿Qué subsidiario de TUI Travel vuela en Glasgow y en Dublin?"		"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/TUI_Travel> <http://dbpedia.org/ontology/subsidiary> ?uri .  ?uri <http://dbpedia.org/ontology/targetAirport> <http://dbpedia.org/resource/Glasgow_Airport> . ?uri <http://dbpedia.org/ontology/targetAirport> <http://dbpedia.org/resource/Dublin_Airport> . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"207"	"0.0"	"¿En que país se sitúa la Meca?"		"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri 
WHERE {  
        res:Mecca dbo:country ?uri .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"208"	"0.0"	"¿Cuántos idiomas se hablan en Colombia?"		"SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Language> .  <http://dbpedia.org/resource/Colombia> <http://dbpedia.org/ontology/language> ?uri . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"209"	"0.7948717948717948"	"¿Cuál es el estadio más grande de España?"	"""¿Cual es ciudad m�s grande de España?"""	"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Stadium> . ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Spain> . ?uri <http://dbpedia.org/ontology/seatingCapacity> ?n . } ORDER BY DESC(?n) OFFSET 0 LIMIT 1"	"""select  ?o    
{
    <http://dbpedia.org/resource/Spain> <http://dbpedia.org/ontology/largestCity>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    
}"""	"0.0"	"1.0"	"1.0"	"0.0"	"0.0"	"0.0"
"210"	"0.0"	"¿Qué surfistas profesionales nacieron en las Filipinas?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
	?uri dbo:occupation res:Actor .
	?uri dbo:birthPlace res:Philippines .
}"		"0.0"	"0.0"	"238.0"	"0.0"	"0.0"	"0.0"
"211"	"0.0"	"¿Cuáles son los condados de Monarquía constitucional?"		"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/governmentType> <http://dbpedia.org/resource/Constitutional_monarchy> . }"		"0.0"	"0.0"	"141.0"	"0.0"	"0.0"	"0.0"
"212"	"0.0"	"¿La Coca Cola es una bebida?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK 
WHERE {
        res:Cola rdf:type dbo:Beverage .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"213"	"0.0"	"¿Cuándo murió la princesa Diana?"		"SELECT DISTINCT ?d WHERE { <http://dbpedia.org/resource/Elisabeth_of_Saxony> <http://dbpedia.org/ontology/deathDate> ?d . }"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"214"	"0.0"	"¿Dónde en Francia se produce el vino espumoso?"		"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri
WHERE {
        ?uri dbo:wineProduced res:Sparkling_wine .
        ?uri dbo:location res:France .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
""	""	""	""	""	""	"153.0"	"162.0"	"772.0"	"0.4857143"	"0.16540541"	"0.24677418"
